hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate,Date
17-18,1437,2922,493,1662,9057,3952,7540,5451,8873,7164,11272,7405,797,2591,9195,6909,323900,8829,1107,2065,0,0,20250207060637
18-19,512,2073,274,1329,4001,3425,4139,4876,3770,6035,5118,6089,504,2025,4477,5389,180332,8005,903,2014,0,0,20250207060637
19-20,545,6942,88,1097,2773,3194,2468,4306,3068,5257,3522,5189,276,1664,3119,4954,49447,6246,411,1417,0,0,20250207060637
20-21,220,2395,60,745,1799,3153,1311,3852,3159,5746,1973,4017,190,1361,2241,4818,38576,6941,156,1140,0,0,20250207060637
21-22,17,877,45,2013,1182,3380,4781,6822,1232,5767,1294,5033,110,1460,1774,6661,62958,7223,252,1331,0,0,20250207060637
22-23,0,0,0,0,0,0,839,3351,0,0,0,0,0,0,0,0,7251,5348,48,1011,0,0,20250207060637
23-24,10,1250,0,0,0,0,112,2902,0,0,0,0,0,0,0,0,85,1936,357,4401,0,0,20250207060637
0-1,0,0,0,0,6,600,163,3128,0,0,0,0,0,0,12,1500,2188,3555,6,354,0,0,20250208060525
1-2,373,4876,4,500,185,4237,772,4964,17,802,15,937,0,0,106,3686,7520,5201,9,307,0,0,20250208060525
2-3,21,791,95,1514,442,3589,0,0,379,3277,972,6913,83,916,471,5293,3738,4781,30,583,0,0,20250208060525
3-4,8,427,82,1463,303,2487,94,2933,250,3018,653,3655,66,1541,310,4430,3828,4407,15,437,0,0,20250208060525
4-5,468,2273,259,1456,1218,3027,668,2791,709,3651,2025,5087,216,1366,1175,4459,61573,7842,594,2055,0,0,20250208060525
5-6,273,1092,505,1738,2979,3049,24849,5829,2893,5422,4539,5620,501,1869,3239,5563,121909,8512,660,2044,0,0,20250208060525
6-7,284,1217,339,1428,4147,3288,3799,6070,3962,6092,5815,6394,467,1391,4009,5864,134088,8010,899,2219,0,0,20250208060525
7-8,2171,3060,987,1845,9565,3686,7772,7187,8172,7084,13340,8803,1473,2615,16242,8824,270855,10255,1383,2549,0,0,20250208060525
8-9,914,2363,810,2037,5891,3730,6772,6148,5829,6140,7792,7539,1074,2758,7966,6946,322470,9615,1212,2186,0,0,20250208060525
9-10,1034,2963,556,1486,4592,3234,2604,4511,4775,5020,7173,6332,735,2069,5686,5756,187057,9856,1002,2273,0,0,20250208060525
10-11,13602,3924,1500,2027,13842,4011,14249,7951,10593,7394,13210,8482,1190,2369,11344,7678,467330,10701,1971,3087,0,0,20250208060525
11-12,3608,4655,453,1479,8821,4004,7707,6597,9323,7631,11036,8351,990,2956,12577,6912,267996,10839,1775,2872,0,0,20250208060525
12-13,2450,2734,522,1675,6821,3703,6367,5849,7607,7414,8162,7322,822,2478,7763,6437,212123,10298,1416,2600,0,0,20250208060525
13-14,2765,3858,477,1987,5417,3434,5677,5558,5125,6765,5671,6549,591,2226,6358,5120,173776,9287,1059,2076,0,0,20250208060525
14-15,2757,3100,367,1549,6422,3761,2700,5219,5344,6602,7971,7138,668,2269,7359,5306,223862,8869,885,1882,0,0,20250208060525
15-16,850,2097,470,1610,7782,3671,3817,5542,10111,7788,11222,7953,878,2407,10774,6223,338524,9901,1122,2012,0,0,20250208060525
16-17,189,1359,501,1505,5335,3633,950,4601,6387,6648,7539,7966,671,2067,5270,6002,130657,8619,699,1714,0,0,20250208060525
17-18,427,2442,172,823,5872,3609,2713,6106,6200,6770,6781,7227,450,1628,6991,6080,144043,8269,642,1398,0,0,20250208060525
18-19,869,2667,319,1416,5296,3860,1604,4338,5780,5719,6305,6650,540,2536,5125,5913,184438,9175,690,1643,0,0,20250208060525
19-20,144,1666,60,1137,949,3724,1957,4849,1236,4941,1537,4070,146,2148,1564,5985,133149,7480,918,2491,0,0,20250208060525
20-21,303,1881,12,388,461,2840,1141,4146,287,3511,306,2590,50,1175,560,3002,42377,6606,258,1264,0,0,20250208060525
21-22,3,272,43,1079,394,2680,363,11943,279,3076,541,4714,25,1338,211,5279,1212,4807,15,587,0,0,20250208060525
22-23,0,0,0,0,387,2586,47,2035,437,4020,529,4139,31,1189,715,4999,103,1680,18,708,0,0,20250208060525
23-24,0,0,0,0,0,0,25,2500,0,0,0,0,0,0,0,0,0,0,6,375,0,0,20250208060525
0-1,3,333,35,1609,0,0,316,4674,0,0,0,0,16,1600,42,4200,178,3801,3,333,0,0,20250209060637
1-2,5,416,30,555,276,2300,25,3125,212,2124,787,3904,66,1083,318,4372,2928,3527,24,484,0,0,20250209060637
2-3,9,313,119,1520,434,2479,4,400,369,3822,776,6122,60,962,270,4801,949,4312,15,410,0,0,20250209060637
3-4,0,0,13,532,124,1713,140587,11125,184,1976,398,3527,13,705,207,2817,1336,6984,9,361,0,0,20250209060637
4-5,21,802,82,1694,480,3907,303,3165,372,3338,881,5092,109,1303,491,4575,17483,7245,87,1110,0,0,20250209060637
5-6,6,303,117,2490,108,2113,0,0,86,4538,386,7437,30,1666,108,4133,201,2196,6,354,0,0,20250209060637
6-7,16,461,35,1083,0,0,23246,8418,0,0,0,0,15,1000,42,3818,43,1558,293,2037,0,0,20250209060637
7-8,8,444,105,1083,967,2408,150,3500,1198,3596,1942,4643,142,1232,943,3782,3004,3485,33,581,0,0,20250209060637
8-9,15,666,68,886,258,2131,69,2575,278,2709,305,2313,34,1095,140,2362,12938,4494,105,691,0,0,20250209060637
9-10,23,555,115,1287,343,2292,353,3386,281,2716,966,3595,117,1588,437,3626,11049,4312,114,734,0,0,20250209060637
10-11,3,375,47,1182,119,2294,1445,4672,143,3607,31,677,39,1756,200,4028,16060,5193,105,1741,0,0,20250209060637
11-12,14,250,122,1161,434,2694,47,2763,412,2897,1102,4062,66,1237,356,3418,1194,2868,74,634,0,0,20250209060637
12-13,3,230,35,1521,54,2571,47,2937,43,4300,190,9500,15,1666,42,3230,51,1103,3,375,0,0,20250209060637
13-14,6,275,70,1485,108,3000,0,0,86,4300,382,5308,30,1583,84,3948,282,1537,42,756,0,0,20250209060637
14-15,32,619,217,1372,878,2704,119,3392,721,2457,1775,4343,195,1335,904,4453,21717,6188,111,762,0,0,20250209060637
15-16,18,636,103,1548,543,2351,407,4844,578,5131,840,4214,77,1470,607,3357,17675,4922,90,1228,0,0,20250209060637
16-17,17,534,106,1737,924,2404,97,2876,956,3368,1728,4922,145,1515,965,4592,3362,4745,30,480,0,0,20250209060637
17-18,29,603,284,1320,938,2207,94,2252,918,2590,1965,4453,165,1403,1016,3635,20135,5918,57,733,0,0,20250209060637
18-19,20,807,33,1194,936,2811,94,2759,1340,4925,1128,3672,65,1467,694,4327,13425,5128,111,1071,0,0,20250209060637
19-20,15,854,109,1482,318,3236,357,3772,874,6119,272,2510,34,2380,225,5193,19966,4900,87,1040,0,0,20250209060637
20-21,169,2477,81,1822,235,2856,126,2503,256,3680,396,3356,55,2206,181,4087,6964,4431,42,674,0,0,20250209060637
21-22,6,375,70,1523,108,2785,24,510,86,4777,377,8993,30,1687,84,4958,86,1770,6,354,0,0,20250209060637
22-23,3,375,35,2058,54,2347,47,2763,43,4777,187,8500,16,592,42,3230,43,1857,6,333,0,0,20250209060637
23-24,6,354,70,2123,108,2512,25,1923,86,3307,370,8825,30,1514,84,2900,86,1787,6,354,0,0,20250209060637
0-1,236,1963,87,1133,329,1837,444,5001,216,2205,632,4045,43,1090,130,2546,3222,6160,21,482,0,0,20250210060620
1-2,11,444,87,1199,206,1765,25,3125,134,2314,726,4303,84,1514,392,4473,2497,3232,18,562,0,0,20250210060620
2-3,27,794,165,1780,733,2556,94,2180,623,3542,1569,5473,134,1937,727,4933,18401,7361,78,819,0,0,20250210060620
3-4,11,416,134,1617,206,2277,50,2777,134,2533,730,4513,107,1629,313,3482,2516,3228,18,408,0,0,20250210060620
4-5,27,479,143,1570,582,2793,141,2227,476,3540,1161,4353,108,1216,613,4465,17489,6694,99,982,0,0,20250210060620
5-6,9,347,157,2451,162,2565,46440,15249,129,3810,566,6763,71,2052,126,3955,642,2381,9,325,0,0,20250210060620
6-7,19,466,83,1090,232,2070,57,2700,207,2665,624,4271,43,962,136,2650,643,3616,299,1760,0,0,20250210060620
7-8,35,888,155,1275,393,2159,161,2924,439,3161,877,3128,145,1245,619,4525,39010,5142,321,1594,0,0,20250210060620
8-9,12,377,143,1321,579,2313,1122,4722,549,4202,1102,4492,90,1769,182,4135,37149,4427,297,939,0,0,20250210060620
9-10,193,1142,148,1429,696,2580,105,1943,677,3535,1168,3447,117,1409,1027,5211,9575,4354,63,524,0,0,20250210060620
10-11,3,375,45,1654,110,3287,1083,4932,43,3071,193,3222,39,1833,144,3934,32185,4926,201,1498,0,0,20250210060620
11-12,14,375,127,1346,412,1825,691,3015,295,2786,979,2883,96,1625,416,3605,15043,4299,159,1199,0,0,20250210060620
12-13,15,900,68,1130,375,2902,163,2062,397,4188,520,1986,61,1560,665,4571,15577,4461,33,940,0,0,20250210060620
13-14,9,333,105,1530,162,2729,0,0,129,4459,560,7609,45,1680,126,4511,129,1006,9,347,0,0,20250210060620
14-15,35,417,252,1763,932,2161,119,2709,764,3302,1957,3957,211,2156,949,4602,23163,5904,279,1373,0,0,20250210060620
15-16,3,333,35,2058,54,1636,0,0,0,0,6,750,15,1666,42,2800,819,4490,36,1173,0,0,20250210060620
16-17,3,333,35,603,54,2454,47,2763,86,3490,377,8050,15,1500,42,4666,79,1989,3,375,0,0,20250210060620
17-18,6,273,70,1332,108,1350,47,2348,86,3803,373,8324,30,1583,84,3000,86,1483,6,333,0,0,20250210060620
18-19,6,354,70,1944,108,2158,221,3024,86,2111,373,7826,30,1770,84,3221,93,1319,6,333,0,0,20250210060620
19-20,3,300,35,2058,54,2250,0,0,43,3307,190,3725,15,1500,42,4666,47,1225,3,375,0,0,20250210060620
20-21,10,373,69,1972,108,2076,94,4416,86,2730,374,7846,30,621,84,3230,90,1552,6,243,0,0,20250210060620
21-22,6,380,70,1966,108,2512,14,1750,86,3215,368,7793,30,1208,84,3791,86,1898,6,375,0,0,20250210060620
22-23,6,272,70,2123,108,2324,94,2423,86,3583,375,8522,30,877,84,1888,86,1729,9,333,0,0,20250210060620
23-24,3,375,35,1296,54,2076,0,0,43,4300,187,8904,15,1666,42,3230,43,1675,3,333,0,0,20250210060620
0-1,60082,71,28000,457,496,1650,47,1725,319,3449,800,5019,59,1263,247,3066,502,2355,9,367,0,0,20250211060719
1-2,34181,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250211060719
2-3,18,192,203,783,366,1112,47,532,317,1458,1061,2104,79,635,291,1110,774,1192,21,232,0,0,20250211060719
3-4,25,292,231,973,1055,1866,50,771,883,2065,2213,3350,209,852,1070,2356,6264,3095,39,325,0,0,20250211060719
4-5,50,361,299,1268,1288,2201,228,1621,1161,2508,2068,4130,193,834,1317,2919,26159,4204,135,711,0,0,20250211060719
5-6,263,478,763,1218,7485,3087,26120,4748,8023,5251,9821,6149,693,1720,7421,4302,182862,8211,950,1619,0,0,20250211060719
6-7,343,689,566,1369,3559,2863,4083,5474,3337,4838,4882,6399,470,1885,3495,4907,186537,8168,1400,2354,0,0,20250211060719
7-8,1186,1570,1464,1952,9943,3463,4059,4676,10344,6564,14104,7951,1417,2779,12143,5688,314239,9897,1792,2756,0,0,20250211060719
8-9,1279,2191,541,1562,4383,3026,3760,4798,3578,4917,5096,5955,513,1831,4270,4839,148880,9161,1248,2563,0,0,20250211060719
9-10,1325,1816,883,1636,6505,3515,4634,4616,6402,5860,9177,7451,834,2274,6957,5681,163385,8996,999,2296,0,0,20250211060719
10-11,3449,3052,1434,2363,13632,3795,4319,5220,11768,7599,16211,9151,1414,2849,13028,6569,353402,9406,1812,2640,0,0,20250211060719
11-12,520,1402,883,1969,8405,3633,4822,4904,7916,7081,12540,7983,1126,2865,9706,5982,216103,9239,1095,2314,0,0,20250211060719
12-13,2653,2630,754,1715,6384,3502,3554,4448,5828,6360,9836,7479,1090,2660,7836,5948,228609,9442,909,1894,0,0,20250211060719
13-14,1248,1804,905,2270,9370,3935,4217,5521,10426,7648,12270,8205,1133,2661,9309,7501,255331,8995,1665,2950,0,0,20250211060719
14-15,1827,3013,960,1984,8032,3984,5328,5668,7333,7289,10307,8029,1235,3144,8319,7733,386398,9428,1710,2833,0,0,20250211060719
15-16,516,1620,890,1998,9418,3938,2750,5825,10004,7623,13664,8627,1161,2828,9822,6960,214180,8609,969,2203,0,0,20250211060719
16-17,841,1884,529,1667,7705,3810,3829,4951,8640,7190,9743,7549,932,2490,9354,7230,232858,8816,864,1966,0,0,20250211060719
17-18,646,1397,624,1690,5960,3632,3209,5038,6337,6733,9397,6957,1008,2758,8828,6781,190863,9127,822,2283,0,0,20250211060719
18-19,471,1408,682,1984,4361,3620,2807,5641,4372,5050,6872,6373,693,2411,5583,6124,185953,9170,732,1875,0,0,20250211060719
19-20,547,1531,177,1276,3086,3155,770,3992,3469,4525,3728,4380,269,1456,3794,5446,33211,6742,240,1006,0,0,20250211060719
20-21,125,787,273,1720,3027,2717,810,4089,2873,4528,4603,5298,441,2059,5055,5436,132869,7909,792,2410,0,0,20250211060719
21-22,82,829,211,1447,1535,2993,1289,6299,1820,5101,2118,4359,139,1625,1219,4475,17482,5149,430,1878,0,0,20250211060719
22-23,1750,1389,153,1721,461,2945,285,4173,416,3314,1229,6166,127,1525,595,3768,3070,4556,393,1865,0,0,20250211060719
23-24,3,272,35,3181,367,2793,0,0,431,2684,634,4002,69,969,664,4940,88,1604,42,991,0,0,20250211060719
0-1,30,532,236,2171,831,2781,295,4920,732,4576,1604,5078,161,1560,749,4118,19181,5670,87,748,0,0,20250212060958
1-2,6,316,83,1891,232,1866,13,1300,207,2067,624,3959,43,1194,197,2580,598,3893,9,375,0,0,20250212060958
2-3,24,660,170,2151,594,2578,47,1739,501,2842,1333,4827,145,1246,653,3462,17648,6681,69,937,0,0,20250212060958
3-4,22,483,185,1634,621,2558,75,2632,478,3304,1482,4131,151,1665,672,3536,6587,4424,48,470,0,0,20250212060958
4-5,149,1355,261,1186,679,2883,268,2289,583,3802,1163,3725,167,1511,742,3302,40389,6164,561,1839,0,0,20250212060958
5-6,209,1255,456,1490,3922,3349,25092,5145,5295,6040,5828,6241,452,2001,3695,4623,62153,7022,270,1196,0,0,20250212060958
6-7,427,1083,491,1649,4583,3045,3939,5289,5068,6577,6514,7503,609,2047,6021,4607,58957,7045,617,1418,0,0,20250212060958
7-8,860,1407,1178,2070,11939,3972,7427,5504,11995,8541,13435,8236,1174,2770,11146,5770,185802,8211,1469,2640,0,0,20250212060958
8-9,130,715,996,2107,5261,3547,4599,5205,6798,6433,8561,6964,833,2454,5583,5854,120284,8414,767,1595,0,0,20250212060958
9-10,312,970,817,2399,5954,3402,6668,6244,7176,6137,8971,7295,895,2524,7342,6347,216974,8705,1176,2230,0,0,20250212060958
10-11,630,1257,884,2190,7206,3832,12477,6569,7824,6600,9995,7930,939,2864,6861,6743,199195,9144,1518,2738,0,0,20250212060958
11-12,873,1974,360,1451,4090,3489,7912,7190,4335,5192,4673,5799,480,2050,4121,5515,237809,8842,1017,2435,0,0,20250212060958
12-13,1095,1747,565,1538,3685,3265,5041,5787,2847,4932,5285,6110,538,2020,4301,6153,203337,9494,1809,2934,0,0,20250212060958
13-14,500,2142,234,1409,1817,3212,4565,5808,1544,4056,2953,3854,318,2091,2257,5472,128008,8301,1677,2810,0,0,20250212060958
14-15,350,1117,1040,2133,5845,3471,2657,4870,5091,6202,8592,7091,901,2123,5536,6181,174989,8883,1248,2436,0,0,20250212060958
15-16,538,1663,416,1618,5379,3402,3481,5103,7582,5766,7460,6106,394,1823,4802,5710,91572,7464,794,2082,0,0,20250212060958
16-17,492,1137,712,1857,5736,3478,1893,4287,6741,6031,9333,7255,733,2334,6630,5912,152893,8649,765,1953,0,0,20250212060958
17-18,683,1743,672,1652,5568,3611,2180,5200,5212,5276,9730,7889,983,2456,6964,6178,194572,8572,861,2129,0,0,20250212060958
18-19,158,1039,535,1796,3880,3447,2543,5428,4125,4677,6588,6521,767,2500,5013,5948,135138,8506,624,1618,0,0,20250212060958
19-20,681,1574,470,1337,6001,3650,1053,4746,7029,6789,8922,7846,616,2115,5651,6495,58229,7612,401,1183,0,0,20250212060958
20-21,93,926,370,1625,4452,3228,1898,3052,5037,4902,6996,6552,639,2109,6067,6447,135957,8810,606,1410,0,0,20250212060958
21-22,1545,1515,291,1353,2713,3355,2726,3662,3040,5002,2985,5890,323,1521,2996,6092,113868,7921,800,1974,0,0,20250212060958
22-23,34,763,161,1622,449,2609,1594,4388,336,3761,1031,6026,131,1531,537,4145,39218,6124,528,1830,0,0,20250212060958
23-24,3,187,35,1590,54,2842,550,4904,43,3071,190,8260,15,1153,42,2625,349,4068,3,272,0,0,20250212060958
0-1,197,1129,241,1838,774,3111,169,2897,557,3704,1525,4440,160,1403,874,4771,22067,6201,99,804,0,0,20250213060659
1-2,94260,75,27978,425,477,1735,13,1300,289,2558,702,3048,55,988,281,1918,1517,5034,15,450,0,0,20250213060659
2-3,51,317,368,696,1195,1457,94,789,1010,1865,2569,3101,289,1013,1291,2031,297,1150,135,462,0,0,20250213060659
3-4,31,352,185,901,628,2502,72,1234,484,2507,1513,3003,166,1242,736,2918,55294,4957,114,589,0,0,20250213060659
4-5,98,513,739,1471,2276,2698,582,1612,2102,3497,4938,5220,638,1998,2797,4374,85154,6627,771,1290,0,0,20250213060659
5-6,1201,1105,662,1355,6598,3337,30234,5716,7224,5678,9693,6652,883,2481,5650,5155,117114,7939,1122,1681,0,0,20250213060659
6-7,4,222,3,44,70,3500,4418,3758,93,2715,53,2004,0,0,49,4083,124062,6453,40,1164,0,0,20250213060659
7-8,0,0,0,0,0,0,8992,6403,0,0,0,0,0,0,0,0,305967,8817,0,0,0,0,20250213060659
8-9,0,0,0,0,0,0,8946,6723,0,0,0,0,0,0,0,0,324529,8588,0,0,0,0,20250213060659
9-10,0,0,0,0,0,0,6542,5843,0,0,0,0,0,0,0,0,128475,8118,0,0,0,0,20250213060659
10-11,0,0,0,0,0,0,15902,6819,0,0,0,0,0,0,0,0,194724,8906,0,0,0,0,20250213060659
11-12,0,0,0,0,0,0,7759,6801,0,0,0,0,0,0,0,0,260833,8180,0,0,0,0,20250213060659
12-13,0,0,0,0,0,0,4321,5538,0,0,0,0,0,0,0,0,223695,7929,0,0,0,0,20250213060659
13-14,0,0,0,0,0,0,2408,6067,0,0,0,0,0,0,0,0,83104,6324,0,0,0,0,20250213060659
14-15,0,0,0,0,0,0,1472,4474,0,0,0,0,0,0,0,0,108513,7904,0,0,0,0,20250213060659
15-16,0,0,0,0,0,0,1763,3777,0,0,0,0,0,0,0,0,127414,8485,0,0,0,0,20250213060659
16-17,0,0,0,0,0,0,2793,4902,0,0,0,0,0,0,0,0,117656,8668,0,0,0,0,20250213060659
17-18,0,0,5080,1881,27170,2831,1980,4687,24811,5864,38561,6599,5593,2740,32352,5985,143048,8302,3784,1890,0,0,20250213060659
18-19,307946,1846,17818,2242,78402,3040,367,2653,67821,6083,77989,6029,4523,1942,58664,6000,109784,8144,3618,1574,0,0,20250213060659
19-20,0,0,0,0,0,0,1503,4448,0,0,0,0,0,0,0,0,88345,7519,0,0,0,0,20250213060659
20-21,0,0,0,0,0,0,1602,5791,0,0,0,0,0,0,0,0,122501,8475,0,0,0,0,20250213060659
21-22,7812,5067,2495,1826,22725,3933,864,5627,21686,6483,33114,7544,3287,3555,24291,5935,6959,4530,3217,1625,0,0,20250213060659
22-23,10,1111,18,390,287,2414,25,2272,169,2278,300,3122,48,1395,177,2571,2294,4461,411,1559,0,0,20250213060659
23-24,3,272,37,1017,147,2128,0,0,113,4650,230,7888,15,1000,79,3590,145,1674,3,333,0,0,20250213060659
0-1,27,563,201,1834,827,2919,25,2777,700,3582,1630,5474,125,1775,751,3681,6588,6390,60,572,0,0,20250214061015
1-2,6,300,72,1160,201,3592,0,0,156,3438,413,8484,32,2031,121,3467,0,0,0,0,0,0,20250214061015
2-3,18,301,234,1663,962,3080,0,0,1055,4538,1788,6256,151,1277,932,4092,1634,3169,69,716,0,0,20250214061015
3-4,6,291,94,1717,1185,2982,24,1150,1363,3952,1561,4715,192,1262,1798,5061,13287,5346,87,828,0,0,20250214061015
4-5,803,2685,201,1656,1263,3501,3010,4773,849,3735,1933,5459,167,1635,1277,4570,69038,6768,291,1082,0,0,20250214061015
5-6,523,1224,556,1551,3474,3320,24712,4413,3197,5571,5595,6519,703,2591,4488,5995,93249,8002,822,2021,0,0,20250214061015
6-7,625,1616,604,1968,3707,3217,4707,5198,3160,6160,4751,6515,426,2260,3902,4367,91667,7088,959,2068,0,0,20250214061015
7-8,111751,3117,10686,2726,16565,3402,7415,6003,16037,7665,19588,7847,1959,3258,14179,7044,300584,9659,1410,2517,0,0,20250214061015
8-9,19645,2396,2916,2736,13273,3106,4027,4499,10947,5899,12811,6765,1044,2661,8263,5629,170512,8860,1051,2228,0,0,20250214061015
9-10,1179,2167,1229,2357,5651,3766,3175,5079,5294,6376,10458,7921,1082,2997,6445,6556,200686,9564,1080,2361,0,0,20250214061015
10-11,764,1516,1000,2205,11766,3654,16425,7268,13975,8085,16214,8319,1655,3620,13174,7549,400133,10421,1581,3070,0,0,20250214061015
11-12,2733,3302,911,1924,10685,4368,8884,6249,10618,7915,13838,8704,1319,3154,13731,7279,372559,9250,1764,3305,0,0,20250214061015
12-13,359,1251,665,1626,6176,3851,8429,6976,7127,6142,9506,7698,1061,2782,7476,6375,278125,8945,1377,2888,0,0,20250214061015
13-14,819,1826,972,1522,7229,3850,5123,5653,6842,5926,10228,7747,1394,3643,9171,6866,431436,8097,1152,2374,0,0,20250214061015
14-15,641,2120,759,1787,4836,3474,5209,5096,4597,5274,7227,7554,830,2906,5628,5944,191830,7772,789,2116,0,0,20250214061015
15-16,1352,2693,543,1638,5093,3623,1614,4114,4291,5448,6836,7820,677,2575,5880,6016,155592,8301,564,1525,0,0,20250214061015
16-17,1322,1932,654,1649,4198,3495,3161,5293,3422,4797,6282,6708,804,2568,4622,5154,214868,8238,858,2019,0,0,20250214061015
17-18,665,1632,399,1462,2889,3146,1961,4312,1816,4330,4216,6086,424,1926,2321,4662,66950,7428,819,2349,0,0,20250214061015
18-19,202,1318,321,1399,3209,2972,5164,5798,2639,4958,4251,6635,585,2519,3381,5417,194070,9173,834,2252,0,0,20250214061015
19-20,1178,2192,312,1373,3727,2980,3454,4387,3383,5603,3873,6516,300,1532,2712,5036,101149,6635,658,1763,0,0,20250214061015
20-21,713,3066,198,1148,2188,2639,4820,6173,1276,3174,2279,3800,319,1801,2901,5683,183100,8383,774,2343,0,0,20250214061015
21-22,315,1673,226,1260,1940,2650,3596,6650,2067,4979,2991,5105,359,1743,2268,4980,71854,7243,393,1911,0,0,20250214061015
1-2,34722,31,6110,20,128,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250215060745
2-3,153790,50,49650,45,128,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250215060745
3-4,837,829,278,646,2747,2055,56187,6920,2038,1829,3615,2326,375,758,2150,2023,48111,3671,513,590,0,0,20250215060745
4-5,40,512,155,833,836,2469,406,3203,583,2137,1361,3102,219,1106,1041,3300,41759,5744,357,1195,0,0,20250215060745
5-6,304,843,616,1135,6295,3541,26178,5316,6826,5548,8325,5952,588,1624,5532,4179,107005,7959,747,1689,0,0,20250215060745
6-7,2745,2716,961,1995,6557,3720,5249,5066,4722,5171,7639,5587,794,1881,6600,5268,174088,8323,1391,2319,0,0,20250215060745
7-8,901,1423,636,1600,4870,3430,5576,5558,4399,5808,6456,5225,709,2073,5064,5776,179084,9060,1209,2160,0,0,20250215060745
8-9,841,1479,496,1477,2214,3287,3672,5637,2154,5158,3573,5125,449,1959,1975,4792,94939,7410,543,1417,0,0,20250215060745
9-10,806,1982,574,1606,6201,3749,10445,6940,6300,6436,7902,7142,593,1933,5467,5924,140616,8514,750,1871,0,0,20250215060745
10-11,727,1903,442,1297,6845,3851,9656,7435,4730,7634,8685,7093,517,1595,6941,5902,97697,8401,852,2149,0,0,20250215060745
11-12,309,1227,436,1517,6650,3642,10338,7051,0,0,9591,7114,842,2588,7012,6068,235738,9194,1551,2876,0,0,20250215060745
12-13,1870,2643,853,1899,7598,3512,5759,5899,0,0,9101,7419,797,2346,7630,5914,216905,8241,1374,2604,0,0,20250215060745
13-14,944,2435,420,1313,4923,3426,3772,5985,21593,4754,7696,5992,725,2471,5340,5370,153324,9279,741,1889,0,0,20250215060745
14-15,386,1424,485,1458,4377,3604,2071,5701,4276,5392,6301,6443,488,1956,3964,4992,92527,7663,639,2083,0,0,20250215060745
15-16,285,1131,340,1584,2971,3387,2660,6119,2704,5021,4935,6366,559,2300,3092,4774,81018,8142,624,2077,0,0,20250215060745
16-17,1198,1734,739,2034,7064,3992,2340,4463,7350,7149,9104,7776,716,2505,6093,5638,143474,8934,713,1989,0,0,20250215060745
17-18,2848,3098,598,1652,4828,4065,4792,5548,3852,5259,5824,6936,643,2786,5645,6139,321968,10116,1527,2939,0,0,20250215060745
18-19,1214,1835,638,1655,5072,3565,2353,4840,4147,6233,6673,7455,679,2386,4875,5892,156915,9003,750,1984,0,0,20250215060745
19-20,756,1629,517,1832,4939,3189,6948,5992,5352,6868,6723,6957,609,3085,3925,5657,245312,9393,1584,2667,0,0,20250215060745
20-21,538,1288,422,1763,2665,3292,3462,6466,2476,5051,4570,5757,546,2332,4066,5405,90504,7889,716,2242,0,0,20250215060745
